51.784,61.055,66.667
51.571,61.055,66.667
51.012,61.055,66.667
50.849,61.055,66.667
50.563,61.055,66.667
50.135,61.055,66.667
49.957,61.055,66.667
49.632,61.055,66.667
49.560,61.055,66.667
49.621,61.055,66.667
49.823,61.055,66.667
49.835,61.055,66.667
49.620,61.055,66.667
49.740,61.055,66.667
49.556,61.055,66.667
49.266,61.055,66.667
49.197,61.055,66.667
49.021,61.055,66.667
48.852,61.055,66.667
48.761,61.055,66.667
48.803,61.055,66.667
48.840,61.055,66.667
48.924,61.055,66.667
48.769,61.055,66.667
48.558,61.055,66.667
48.538,61.055,66.667
48.638,61.055,66.667
48.547,61.055,66.667
48.436,61.055,66.667
48.341,61.055,66.667
48.432,61.055,66.667
48.262,61.055,66.667
48.389,61.055,66.667
48.341,61.055,66.667
48.466,61.055,66.667
48.550,61.055,66.667
48.601,61.055,66.667
48.551,61.055,66.667
48.310,61.055,66.667
48.359,62.060,66.667
48.340,62.060,66.667
48.289,62.060,66.667
48.427,62.060,66.667
48.363,62.060,66.667
48.371,61.055,66.667
48.337,62.060,66.667
48.359,62.060,66.667
48.493,62.060,66.667
48.516,62.060,66.667
48.462,62.060,66.667
48.442,62.060,66.667
48.444,61.809,66.667
48.271,61.055,66.667
48.116,61.055,66.667
48.120,61.055,66.667
48.152,61.055,66.667
48.229,61.055,66.667
48.269,61.809,66.667
48.432,61.809,66.667
48.418,61.055,66.667
48.441,61.055,66.667
48.461,61.055,66.667
48.479,61.055,66.667
48.255,61.055,66.667
48.138,61.055,66.667
47.981,61.055,66.667
47.998,61.055,66.667
48.035,61.055,66.667
48.018,61.055,66.667
47.984,61.055,66.667
47.894,61.055,66.667
48.033,61.055,66.667
48.002,61.055,66.667
48.134,61.055,66.667
48.196,61.055,66.667
48.144,61.055,66.667
48.123,61.055,66.667
48.121,61.055,66.667
48.063,61.055,66.667
47.994,61.055,66.667
48.069,61.055,66.667
48.026,61.055,66.667
47.945,61.055,66.667
47.984,61.055,66.667
47.902,61.055,66.667
47.845,61.055,66.667
47.878,61.055,66.667
47.768,61.055,66.667
47.856,61.055,66.667
47.891,61.055,66.667
47.723,61.055,66.667
47.705,61.055,66.667
47.772,61.055,66.667
47.814,61.055,66.667
47.741,61.055,66.667
47.782,61.055,66.667
47.656,61.055,66.667
47.590,61.055,66.667
47.577,61.055,66.667
47.597,61.055,66.667
47.449,61.055,66.667
47.499,61.055,66.667
47.548,61.055,66.667
47.448,61.055,66.667
47.505,61.055,66.667
47.549,61.055,66.667
47.639,61.055,66.667
47.637,61.055,66.667
47.623,61.055,66.667
47.640,61.055,66.667
47.749,61.055,66.667
47.666,61.055,66.667
47.690,61.055,66.667
47.598,61.055,66.667
47.576,61.055,66.667
47.600,61.055,66.667
47.569,61.055,66.667
47.585,61.055,66.667
47.576,61.055,66.667
47.589,61.055,66.667
47.640,61.055,66.667
47.658,61.055,66.667
47.570,61.055,66.667
47.562,61.055,66.667
47.609,61.055,66.667
47.623,61.055,66.667
47.615,61.055,66.667
47.601,61.055,66.667
47.571,61.055,66.667
47.588,61.055,66.667
47.584,61.055,66.667
47.543,61.055,66.667
47.600,61.055,66.667
47.719,61.055,66.667
47.698,61.055,66.667
47.754,61.055,66.667
47.782,61.055,66.667
47.758,61.055,66.667
47.776,61.055,66.667
47.855,61.055,66.667
47.805,61.055,66.667
47.749,61.055,66.667
47.713,61.055,66.667
47.700,61.055,66.667
47.617,61.055,66.667
47.611,61.055,66.667
47.706,61.055,66.667
47.617,61.055,66.667
47.517,61.055,66.667
47.383,61.055,66.667
47.421,61.055,66.667
47.458,61.055,66.667
47.496,61.055,66.667
47.525,61.055,66.667
47.583,61.055,66.667
47.574,61.055,66.667
47.589,61.055,66.667
47.595,61.055,66.667
47.508,61.055,66.667
47.573,61.055,66.667
47.651,61.055,66.667
47.725,61.055,66.667
47.703,61.055,66.667
47.685,61.055,66.667
47.799,61.055,66.667
47.813,61.055,66.667
47.847,61.558,66.667
47.870,61.055,66.667
47.860,61.055,66.667
47.889,61.055,66.667
47.934,61.055,66.667
47.859,61.055,66.667
47.636,61.055,66.667
47.688,61.055,66.667
47.695,61.055,66.667
47.721,61.055,66.667
47.724,61.055,66.667
47.698,61.055,66.667
47.610,61.055,66.667
47.636,61.055,66.667
47.633,61.055,66.667
47.527,61.055,66.667
47.404,61.055,66.667
47.406,61.307,66.667
47.530,61.055,66.667
47.446,61.055,66.667
47.390,61.055,66.667
47.400,61.055,66.667
47.420,61.055,66.667
47.404,61.055,66.667
47.423,61.055,66.667
47.441,61.055,66.667
47.437,61.055,66.667
47.369,61.055,66.667
47.315,61.055,66.667
47.366,61.055,66.667
47.327,61.055,66.667
47.319,61.055,66.667
47.354,61.055,66.667
47.517,61.055,66.667
47.555,61.055,66.667
47.649,61.055,66.667
47.742,61.055,66.667
47.702,61.055,66.667
47.561,61.055,66.667
47.702,61.055,66.667
47.662,61.055,66.667
47.691,61.055,66.667
47.621,61.558,66.667
47.582,61.055,66.667
47.680,61.055,66.667
47.600,61.055,66.667
47.707,61.055,66.667
47.576,61.055,66.667
47.425,61.055,66.667
47.418,61.055,66.667
47.477,61.055,66.667
47.454,61.055,66.667
47.410,61.055,66.667
47.410,61.055,66.667
47.398,61.055,66.667
47.348,61.055,66.667
47.305,61.055,66.667
47.315,61.055,66.667
47.382,61.055,66.667
47.382,61.055,66.667
47.456,61.055,66.667
47.461,61.809,66.667
47.411,61.055,66.667
47.421,61.809,66.667
47.418,61.055,66.667
47.488,61.055,66.667
47.449,61.055,66.667
47.462,61.055,66.667
47.529,61.055,66.667
47.653,61.055,66.667
47.527,61.055,66.667
47.542,61.055,66.667
47.527,61.055,66.667
47.548,61.055,66.667
47.487,61.055,66.667
47.349,61.055,66.667
47.283,61.055,66.667
47.282,61.055,66.667
47.196,61.055,66.667
47.220,61.055,66.667
47.129,61.055,66.667
47.187,61.055,66.667
47.246,61.055,66.667
47.145,61.558,66.667
47.055,61.055,66.667
47.102,61.055,66.667
46.905,61.055,66.667
46.940,61.055,66.667
46.977,61.055,66.667
46.948,61.055,66.667
47.002,61.055,66.667
46.901,61.055,66.667
